         72185222 function calls (70457580 primitive calls) in 50.626 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      210    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:253(items)
       20    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/spaces/discrete.py:13(__init__)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:71(join)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:117(splitext)
       20    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/utils/seeding.py:79(_int_list_from_bigint)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/numerictypes.py:651(<listcomp>)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/road/road.py:156(<listcomp>)
      174    0.000    0.000    0.000    0.000 {built-in method torch._C.is_grad_enabled}
       90    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
       94    0.000    0.000    0.000    0.000 {method 'size' of 'torch._C._TensorBase' objects}
       60    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/highway_env.py:109(_cost)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:629(usesTime)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/trainer/evaluation.py:314(<genexpr>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:929(__truediv__)
       20    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:431(_format)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/api.py:253(<setcomp>)
       44    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:894(acquire)
      205    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      161    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      280    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:708(_make_child)
      210    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/common.py:160(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/optim/optimizer.py:97(state_dict)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:654(_parse_args)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:140(basename)
       60    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/agents/common/exploration/epsilon_greedy.py:50(step_time)
       29    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/serialization.py:263(_open_zipfile_writer)
      102    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
      122    0.000    0.000    0.000    0.000 {built-in method time.time}
       29    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/_VF.py:25(__getattr__)
       60    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitoring/stats_recorder.py:42(before_step)
       40    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/road/road.py:23(add_lane)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/nn/modules/module.py:1019(_save_to_state_dict)
      210    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:3432(_convert_list_indexer)
      210    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:1446(nlevels)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/trainer/monitor.py:148(after_reset)
      320    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._jit_get_operation}
       30    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitor.py:213(_video_enabled)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/common.py:156(not_none)
       36    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/serialization.py:121(_cuda_tag)
      174    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/queues.py:134(close)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitoring/stats_recorder.py:82(save_complete)
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/serialization.py:254(__init__)
       70    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/trainer/monitor.py:68(is_episode_selected)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method posix.stat}
       20    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
       29    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/agents/deep_q_network/abstract.py:91(update_target_network)
       36    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/cuda/__init__.py:144(_lazy_init)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/lib/histograms.py:283(_ravel_and_check_weights)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:63(parse_parts)
       36    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/_utils.py:462(_get_device_index)
      210    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:581(<lambda>)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/optim/optimizer.py:118(<listcomp>)
       29    0.000    0.000    0.000    0.000 {built-in method math.ceil}
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:423(usesTime)
       27    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/vehicle/controller.py:240(index_to_speed)
       44    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:901(release)
      116    0.000    0.000    0.000    0.000 {built-in method torch._C._set_grad_enabled}
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/optim/optimizer.py:110(pack_group)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
      116    0.000    0.000    0.000    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
       60    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/agents/common/memory.py:79(__len__)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitor.py:175(_before_reset)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/genericpath.py:121(_splitext)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitoring/video_recorder.py:31(__init__)
       30    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1677(isEnabledFor)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitor.py:208(_close_video_recorder)
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/serialization.py:258(__exit__)
       29    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/nn/_reduction.py:7(get_enum)
      140    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/core.py:137(unwrapped)
        2    0.000    0.000    0.000    0.000 {built-in method posix.replace}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:1035(__new__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/util.py:205(__call__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
       36    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/_namedtensor_internals.py:10(check_serializing_named_tensor)
       45    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:156(<lambda>)
      101    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:674(_from_parts)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/genericpath.py:27(isfile)
       36    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_getDevice}
      102    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       75    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
       36    0.000    0.000    0.000    0.000 {method 'stride' of 'torch._C._TensorBase' objects}
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitoring/video_recorder.py:91(functional)
       72    0.000    0.000    0.000    0.000 {method 'get_device' of 'torch._C.CudaFloatStorageBase' objects}
       36    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/cuda/__init__.py:107(is_initialized)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:41(_get_sep)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/utils.py:276(near_split)
       60    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1115(_argmax_dispatcher)
       36    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/serialization.py:183(normalize_storage_type)
       33    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:792(filter)
       12    0.000    0.000    0.000    0.000 {method 'detach' of 'torch._C._TensorBase' objects}
       50    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       29    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/autograd/__init__.py:60(_tensor_or_tensors_to_tuple)
      102    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:360(getMessage)
       20    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/action.py:187(<dictcomp>)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitoring/stats_recorder.py:74(after_reset)
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/event_file_writer.py:141(flush)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:724(__fspath__)
       20    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/observation.py:17(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/genericpath.py:16(exists)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/writer.py:186(flush)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/multiarray.py:321(where)
        3    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/event_file_writer.py:65(flush)
       50    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1306(current_thread)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitoring/stats_recorder.py:64(before_reset)
       12    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/numerictypes.py:652(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/posixpath.py:100(split)
        1    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/logger.py:24(info)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/queues.py:200(_finalize_close)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:714(__str__)
       36    0.000    0.000    0.000    0.000 {method 'storage' of 'torch._C._TensorBase' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/json/encoder.py:204(iterencode)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:119(getLevelName)
       70    0.000    0.000    0.000    0.000 /usr/lib/python3.8/typing.py:1149(cast)
       72    0.000    0.000    0.000    0.000 {method 'size' of 'torch._C.CudaFloatStorageBase' objects}
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/road/road.py:255(__init__)
       35    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       58    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/_jit_internal.py:833(is_scripting)
       70    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       63    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        5    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedWriter' objects}
       36    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/serialization.py:116(_cpu_tag)
       29    0.000    0.000    0.000    0.000 {method 'numel' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/_ops.py:75(__getattr__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:937(_sanity_check)
        2    0.000    0.000    0.000    0.000 {built-in method posix.remove}
       20    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/action.py:20(__init__)
       70    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x7f02121e3670}
       45    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       36    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/cuda/__init__.py:228(__exit__)
       20    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       20    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       22    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       54    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:3195(_around_dispatcher)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/event_file_writer.py:72(close)
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/optim/optimizer.py:113(<dictcomp>)
       40    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       36    0.000    0.000    0.000    0.000 {method 'size' of 'torch._C.FloatStorageBase' objects}
        3    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/record_writer.py:186(flush)
       36    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/utils/hooks.py:55(warn_if_has_hooks)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/contextlib.py:238(helper)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1031(name)
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/optim/optimizer.py:120(<dictcomp>)
       10    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/utils/closer.py:57(unregister)
       36    0.000    0.000    0.000    0.000 {method 'element_size' of 'torch._C.FloatStorageBase' objects}
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/process.py:37(current_process)
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/jit/_builtins.py:141(_register_builtin)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_bootlocale.py:33(getpreferredencoding)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_weakrefset.py:38(_remove)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:687(_from_parsed_parts)
       36    0.000    0.000    0.000    0.000 {method 'has_names' of 'torch._C._TensorBase' objects}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/genericpath.py:39(isdir)
       30    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitor.py:260(disable_videos)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/connection.py:173(close)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/road/road.py:20(__init__)
       40    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        4    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/serialization.py:193(_is_path)
       40    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       11    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       36    0.000    0.000    0.000    0.000 {method 'data_ptr' of 'torch._C.FloatStorageBase' objects}
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitoring/video_recorder.py:118(close)
       36    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/_utils.py:83(_get_async_or_non_blocking)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:944(_stop)
       29    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function}
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/process.py:189(name)
       36    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/storage.py:13(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/weakref.py:103(remove)
       36    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_isInBadFork}
       36    0.000    0.000    0.000    0.000 {method 'storage_offset' of 'torch._C._TensorBase' objects}
       29    0.000    0.000    0.000    0.000 {built-in method _json.encode_basestring_ascii}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/contextlib.py:82(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:697(_format_parsed_parts)
       10    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/optim/optimizer.py:115(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/connection.py:360(_close)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/action.py:192(vehicle_class)
        1    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/record_writer.py:189(close)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.8/contextlib.py:59(_recreate_cm)
        1    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/core.py:242(close)
        1    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitor.py:216(_env_info)
        1    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/_ops.py:52(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/weakref.py:147(__contains__)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:840(_sort_dispatcher)
       11    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/lib/histograms.py:672(_histogram_dispatcher)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:292(splitroot)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/json/encoder.py:104(__init__)
        4    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/serialization.py:199(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:214(_acquireLock)
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/optim/optimizer.py:112(<dictcomp>)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/lib/function_base.py:1149(_diff_dispatcher)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1277(_searchsorted_dispatcher)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/json/encoder.py:259(_make_iterencode)
        1    0.000    0.000    0.000    0.000 {built-in method posix.close}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:1045(_init)
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/agents/deep_q_network/abstract.py:148(reset)
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/abstract.py:264(close)
        2    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2442(_cumsum_dispatcher)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.8/codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:223(_releaseLock)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/logging/__init__.py:1663(getEffectiveLevel)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:392(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/serialization.py:314(_check_dill_version)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/pathlib.py:101(join_parsed_parts)
        3    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.8/_collections_abc.py:302(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/jit/_builtins.py:110(_get_builtin_table)
        4    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/serialization.py:202(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/weakref.py:137(__delitem__)
        1    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/logger.py:20(debug)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:1095(daemon)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/util.py:44(sub_debug)
        4    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/connection.py:130(__del__)
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/threading.py:513(is_set)
        1    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitor.py:124(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.8/multiprocessing/util.py:48(debug)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}


