         72185222 function calls (70457580 primitive calls) in 50.626 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2320    0.002    0.000    0.002    0.000 {method 'copy' of 'numpy.ndarray' objects}
    16100    0.002    0.000    0.002    0.000 {built-in method builtins.hash}
      280    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/util/_validators.py:152(validate_args_and_kwargs)
      210    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/common.py:75(is_bool_indexer)
     5320    0.002    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:161(_check_ndim)
      100    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/x2num.py:18(make_np)
      210    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:3394(_convert_listlike_indexer)
      420    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/concat.py:491(<genexpr>)
     1440    0.001    0.000    0.002    0.000 <__array_function__ internals>:2(copyto)
     8800    0.002    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/utils.py:134(interval_distance)
     2310    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:429(is_timedelta64_dtype)
       20    0.000    0.000    0.002    0.000 /usr/lib/python3.8/contextlib.py:72(inner)
     2240    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1615(dtype)
     1680    0.002    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2738(extend_blocks)
       10    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/agents/deep_q_network/abstract.py:145(seed)
       10    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/agents/common/exploration/abstract.py:27(seed)
      537    0.002    0.000    0.002    0.000 {built-in method _warnings.warn}
      770    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexing.py:2204(convert_to_index_sliceable)
     2170    0.002    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:563(_reset_identity)
      840    0.002    0.000    0.002    0.000 {built-in method numpy.arange}
     5080    0.002    0.000    0.002    0.000 {built-in method numpy.seterrobj}
    10990    0.002    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:185(classes)
      420    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:698(_ensure_dtype_type)
     1120    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:813(is_unsigned_integer_dtype)
      430    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/_methods.py:37(_amax)
      560    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:417(_construct_axes_dict)
     1540    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:975(consolidate)
       10    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/highway_env.py:57(_create_road)
      350    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:5011(_maybe_promote)
     1120    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/ops/dispatch.py:11(should_extension_dispatch)
       10    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/road/road.py:214(straight_road_network)
     1120    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/arrays/numpy_.py:371(to_numpy)
      100    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/writer.py:115(add_event)
       20    0.002    0.000    0.002    0.000 {function SeedSequence.generate_state at 0x7f01d9431ee0}
      210    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:3416(_convert_arr_indexer)
     4288    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
      280    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/_asarray.py:293(require)
      840    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:703(is_integer_dtype)
      280    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/concat.py:209(is_na)
      560    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:719(should_store)
      220    0.000    0.000    0.002    0.000 {method 'sum' of 'numpy.ndarray' objects}
     4110    0.002    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/fromnumeric.py:71(<dictcomp>)
       70    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/reshape/concat.py:552(_get_concat_axis)
      100    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/x2num.py:11(check_nan)
      980    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:681(is_consolidated)
       10    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/vehicle/controller.py:208(__init__)
     3080    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/common.py:129(cast_scalar_indexer)
     8028    0.002    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/lib/shape_base.py:1253(<genexpr>)
     6020    0.002    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/_dtype.py:24(_kind_name)
     2676    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/shape_base.py:208(_arrays_for_stack_dispatcher)
      538    0.002    0.000    0.002    0.000 {method 'write' of '_io.TextIOWrapper' objects}
     7000    0.002    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1588(_block)
     9660    0.002    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:265(mgr_locs)
       60    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/agents/deep_q_network/abstract.py:85(sample_minibatch)
       27    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/vehicle/controller.py:252(speed_to_index)
      560    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:5001(_index_as_unique)
      560    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/base.py:618(empty)
      220    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/_methods.py:45(_sum)
      100    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/tensorboardX/event_file_writer.py:132(add_event)
    10160    0.002    0.000    0.002    0.000 {built-in method numpy.geterrobj}
       10    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/lib/histograms.py:454(_search_sorted_inclusive)
     1120    0.001    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/computation/expressions.py:187(_has_bool_dtype)
      210    0.000    0.000    0.002    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/algorithms.py:1570(take)
     2240    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:912(is_datetime64_any_dtype)
      560    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:3314(_validate_positional_slice)
       20    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/abstract.py:120(define_spaces)
       29    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/nn/functional.py:2901(mse_loss)
      101    0.000    0.000    0.001    0.000 /usr/lib/python3.8/multiprocessing/queues.py:80(put)
       70    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/numerictypes.py:599(find_common_type)
     3010    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/common.py:317(apply_if_callable)
      174    0.001    0.000    0.001    0.000 {method 'sqrt' of 'torch._C._TensorBase' objects}
      174    0.001    0.000    0.001    0.000 {method 'clamp_' of 'torch._C._TensorBase' objects}
      210    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:1764(is_unique)
     2240    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/construction.py:405(ensure_wrapped_if_datetimelike)
      560    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/base.py:429(size)
     4550    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:456(_get_axis_number)
     3150    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:600(__len__)
      420    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:689(_consolidate_check)
       29    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/agents/common/memory.py:37(sample)
     1120    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2871(_extract_bool_array)
      174    0.001    0.000    0.001    0.000 {method 'addcdiv_' of 'torch._C._TensorBase' objects}
      280    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:1836(__contains__)
       36    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/storage.py:70(cpu)
     5352    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/lib/shape_base.py:1243(<genexpr>)
      174    0.001    0.000    0.001    0.000 {method 'addcmul_' of 'torch._C._TensorBase' objects}
     2605    0.001    0.000    0.001    0.000 {built-in method builtins.min}
      203    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/nn/modules/module.py:1240(parameters)
     1374    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/tensor.py:906(grad)
     8610    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:248(flags)
        1    0.000    0.000    0.001    0.001 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitor.py:129(close)
       70    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:826(copy)
       36    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/cuda/__init__.py:491(type)
       29    0.000    0.000    0.001    0.000 /usr/lib/python3.8/random.py:315(sample)
     1120    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:1875(is_floating)
      140    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/numerictypes.py:575(_can_coerce_all)
      280    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:510(_shallow_copy)
      280    0.001    0.000    0.001    0.000 {built-in method _operator.sub}
      560    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/util/_validators.py:343(validate_fillna_kwargs)
     1960    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/util/_validators.py:208(validate_bool_kwarg)
      210    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/concat.py:536(_combine_concat_plans)
      203    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/nn/modules/module.py:1264(named_parameters)
     3080    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:195(<lambda>)
      350    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:465(_array_equivalent_object)
      210    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:150(from_blocks)
      560    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:424(_construct_axes_from_arguments)
      560    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:3409(_set_as_cached)
       60    0.001    0.000    0.001    0.000 {method 'cpu' of 'torch._C._TensorBase' objects}
     1120    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:3485(_clear_item_cache)
      140    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:619(isna_all)
     4200    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:227(attrs)
       30    0.001    0.000    0.001    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
      203    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/nn/modules/module.py:1227(_named_members)
      560    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:420(<dictcomp>)
      420    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:185(is_array_like)
        1    0.000    0.000    0.001    0.001 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitoring/stats_recorder.py:88(close)
        2    0.000    0.000    0.001    0.001 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/trainer/monitor.py:178(flush)
      560    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/base.py:386(shape)
     1120    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/ops/__init__.py:132(align_method_SERIES)
        2    0.000    0.000    0.001    0.001 {method 'dump' of '_pickle.Pickler' objects}
     1120    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:4485(<genexpr>)
     1400    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:545(_info_axis)
       20    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/observation.py:162(space)
     6300    0.001    0.000    0.001    0.000 {pandas._libs.lib.is_scalar}
      140    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1699(<listcomp>)
      280    0.001    0.000    0.001    0.000 {built-in method _operator.mul}
      280    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/ops/roperator.py:8(radd)
      168    0.001    0.000    0.001    0.000 {method 'zero_' of 'torch._C._TensorBase' objects}
      450    0.000    0.000    0.001    0.000 {built-in method builtins.sum}
      420    0.001    0.000    0.001    0.000 {pandas._libs.algos.take_1d_int64_int64}
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.8/json/__init__.py:120(dump)
       40    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/road/lane.py:125(__init__)
       60    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/wrappers/monitor.py:159(_after_step)
      280    0.001    0.000    0.001    0.000 {built-in method _operator.truediv}
       58    0.001    0.000    0.001    0.000 {method 'gather' of 'torch._C._TensorBase' objects}
      280    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/util/_validators.py:125(validate_kwargs)
      420    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(can_cast)
       20    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/gym/spaces/box.py:24(__init__)
       29    0.001    0.000    0.001    0.000 {built-in method torch._C._nn.mse_loss}
       36    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/_utils.py:11(_type)
     4200    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:347(dtype)
      840    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1187(needs_i8_conversion)
       60    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/vehicle/objects.py:108(on_road)
      560    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:991(_consolidate_inplace)
     1120    0.001    0.000    0.001    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
      560    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/frame.py:3284(_ensure_valid_index)
      140    0.000    0.000    0.001    0.000 {pandas._libs.lib.fast_unique_multiple_list_gen}
     1890    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:210(ndim)
     2520    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:429(__init__)
     1680    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:5296(_validate_indexer)
      420    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:132(<listcomp>)
     2292    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x907780}
      910    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:476(_get_block_manager_axis)
     4340    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/flags.py:51(allows_duplicate_labels)
      518    0.000    0.000    0.001    0.000 /usr/lib/python3.8/json/encoder.py:413(_iterencode)
     2754    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      560    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:31(is_number)
       36    0.001    0.000    0.001    0.000 {method 'copy_' of 'torch._C.FloatStorageBase' objects}
      210    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:1958(_preprocess_slice_or_indexer)
       60    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/trainer/monitor.py:153(after_step)
      140    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:24(_get_dtype_kinds)
      147    0.001    0.000    0.001    0.000 {method 'reshape' of 'torch._C._TensorBase' objects}
      210    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1563(<genexpr>)
      560    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/frame.py:1158(__len__)
  528/518    0.000    0.000    0.001    0.000 /usr/lib/python3.8/json/encoder.py:333(_iterencode_dict)
      910    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/missing.py:721(clean_reindex_fill_method)
     5320    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:147(_maybe_coerce_values)
      210    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:574(_engine)
      140    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1617(construct_1d_object_array_from_listlike)
     1120    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/range.py:474(equals)
       29    0.001    0.000    0.001    0.000 {method 'max' of 'torch._C._TensorBase' objects}
      420    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/concat.py:139(<genexpr>)
       20    0.001    0.000    0.001    0.000 {method 'seed' of 'numpy.random.mtrand.RandomState' objects}
       58    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/tensor.py:575(__iter__)
      102    0.000    0.000    0.001    0.000 /usr/lib/python3.8/threading.py:341(notify)
       58    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/autograd/profiler.py:615(__enter__)
     4690    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
     1120    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/ops/missing.py:136(dispatch_fill_zeros)
     3220    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:1232(name)
     1120    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/arrays/numpy_.py:41(__init__)
      928    0.000    0.000    0.001    0.000 /usr/lib/python3.8/random.py:250(_randbelow_with_getrandbits)
       70    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:1250(_validate_names)
     3920    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/series.py:422(_constructor)
       70    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:6174(get_unanimous_names)
  872/472    0.000    0.000    0.001    0.000 /usr/lib/python3.8/json/encoder.py:277(_iterencode_list)
     1176    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/nn/modules/module.py:934(__getattr__)
       29    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/autograd/__init__.py:28(_make_grads)
     1120    0.001    0.000    0.001    0.000 {method 'clear' of 'dict' objects}
      770    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:532(is_)
      140    0.001    0.000    0.001    0.000 {pandas._libs.lib.dicts_to_array}
     3080    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:233(internal_values)
      910    0.001    0.000    0.001    0.000 {pandas._libs.internals.get_blkno_placements}
      420    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:690(<listcomp>)
     1260    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/vehicle/kinematics.py:206(destination)
     3080    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/dtypes/common.py:190(classes_and_not_datetimelike)
     3500    0.001    0.000    0.001    0.000 {pandas._libs.lib.is_float}
       58    0.001    0.000    0.001    0.000 {built-in method cat}
      900    0.001    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/envs/common/abstract.py:302(_automatic_rendering)
      646    0.001    0.000    0.001    0.000 {built-in method torch._C._get_tracing_state}
       60    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(argmax)
      882    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/torch/serialization.py:453(persistent_id)
     1809    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
     4760    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
       70    0.000    0.000    0.001    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/computation/expressions.py:239(where)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/reshape/concat.py:390(<listcomp>)
      210    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/frame.py:645(shape)
     3236    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/shape_base.py:78(_atleast_2d_dispatcher)
      140    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/construction.py:655(_validate_or_indexify_columns)
     2676    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/lib/shape_base.py:1167(_tile_dispatcher)
      560    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/blocks.py:319(_slice)
     2846    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/numpy/core/multiarray.py:143(concatenate)
      210    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/common.py:170(all_none)
       70    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/computation/expressions.py:160(_where_standard)
       60    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/rl_agents/agents/common/exploration/epsilon_greedy.py:32(get_distribution)
     2660    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/indexes/base.py:4070(_values)
       58    0.000    0.000    0.000    0.000 {built-in method torch._ops.profiler._record_function_enter}
       29    0.000    0.000    0.000    0.000 {built-in method ones_like}
     2730    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
       87    0.000    0.000    0.000    0.000 {built-in method zeros}
       10    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/highway_env/utils.py:20(class_from_path)
     1680    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/internals/managers.py:405(<dictcomp>)
      560    0.000    0.000    0.000    0.000 /home/harry/individual_project/.venv/lib/python3.8/site-packages/pandas/core/generic.py:453(<dictcomp>)
